rank,iso3,country_name,income_group,peer_group,ppp_data_available,gdp_usd,gdp_ppp,actual_contribution_usd,adjusted_target_usd,gap_usd_signed,gap_pct_ppp_gdp,gap_usd_lower,gap_usd_upper,giving_rate_raw,giving_rate,p_donate,pred_donation_usd,expected_contribution,donor_segment,imr
64,COD,"Congo, Dem. Rep.",LIC,Low Income,True,70962185790.7094,175068770052.875,0.0,447419.49416855583,447419.49416855583,0.00025556785144113613,-85775525286.2553,85776420125.24364,0.0,0.0,0.07120997017294631,17150315.007679507,447419.49416855583,Low Probability,1.910521089229305
65,CIV,Cote d'Ivoire,LMC,Lower-Middle Income,True,87113179149.284,215461462281.624,0.0,442134.88700081664,442134.88700081664,0.00020520369736603468,-105298141804.70657,105299026074.48056,0.0,0.0,0.057322326286117095,13797448.701493373,442134.88700081664,Low Probability,2.0049663610861677
66,LIE,Liechtenstein,HIC,High Income,False,8239379403.22096,,0.0,436017.3876970871,436017.3876970871,,-9958963836.60502,9959835871.380415,0.0,0.0,0.21051397934162985,4301720.629073862,436017.3876970871,Emerging Prospect,1.3710030502313335
67,OMN,Oman,HIC,High Income,True,107137198769.386,193943781868.603,0.0,410839.7229226183,410839.7229226183,0.0002118344393227118,-129502328330.64333,129503150010.08916,0.0,0.0,0.04330968512128347,19077641.259129032,410839.7229226183,Low Probability,2.122061313585568
68,KEN,Kenya,LMC,Lower-Middle Income,True,120339557905.932,329861910700.434,0.0,382402.4251660766,382402.4251660766,0.00011592803314395323,-145460788492.23746,145461553297.0878,0.0,0.0,0.03588931025285261,11704546.891716436,382402.4251660766,Low Probability,2.197766720596509
69,MMR,Myanmar,LMC,Lower-Middle Income,True,74068349523.8095,287558521666.165,0.0,374686.3233751311,374686.3233751311,0.00013029915483086095,-89530192281.4431,89530941654.08986,0.0,0.0,0.057133135531379706,16286036.736836689,374686.3233751311,Low Probability,2.0063786292913206
70,NGA,Nigeria,LMC,Lower-Middle Income,True,252261880141.151,1860089921812.28,0.0,353940.6729079801,353940.6729079801,1.9028148518924116e-05,-304922724521.2271,304923432402.57294,0.0,0.0,0.01584644069351139,28222098.875460196,353940.6729079801,Low Probability,2.505166562816272
71,ARM,Armenia,UMC,Upper-Middle Income,True,25955275380.0321,60908993989.5524,0.0,310080.09973546164,310080.09973546164,0.0005090875409773622,-31373286544.080406,31373906704.279877,0.0,0.0,0.13492770693076028,11071814.51759318,310080.09973546164,Low Probability,1.60855572041276
72,AZE,Azerbaijan,UMC,Upper-Middle Income,True,74315882352.9412,225198385162.317,0.0,303645.12059874466,303645.12059874466,0.0001348345017571442,-89829470132.00203,89830077422.24324,0.0,0.0,0.04614637104480213,39017852.19966188,303645.12059874466,Low Probability,2.0960144145883985
73,ETH,Ethiopia,LIC,Low Income,True,149740297952.986,381946190066.437,0.0,273592.2745370657,273592.2745370657,7.163110449916417e-05,-180999220251.49756,180999767436.04663,0.0,0.0,0.02063564379663651,17930479.48631057,273592.2745370657,Low Probability,2.4093967522738167
74,GHA,Ghana,LMC,Lower-Middle Income,True,82308110386.4641,242906921529.863,0.0,273033.1299237456,273033.1299237456,0.00011240236721298157,-99490154880.03455,99490700946.2944,0.0,0.0,0.03746498835445881,9532136.068958282,273033.1299237456,Low Probability,2.180644416524941
75,BHR,Bahrain,HIC,High Income,True,47109734308.5106,93559684338.3106,0.0,272528.34041599394,272528.34041599394,0.00029128822135668505,-56943904700.6389,56944449757.31973,0.0,0.0,0.06533620455743376,11223436.234148271,272528.34041599394,Low Probability,1.9484250745463985
