iso3,year,gdp_usd,gdp_per_capita_usd,trade_openness,govt_revenue_pct_gdp,govt_expenditure_pct_gdp,rd_pct_gdp,gov_effectiveness
ISL,2013,16244319958.6808,50173.3360061057,97.6980221861272,33.3982101848412,34.4053448051065,1.69237,1.5285978
ISL,2014,18052183514.8695,55140.364935793,95.2879194201667,34.8438848950151,33.9832942932349,1.93616,1.3980102
ISL,2015,17700486957.1907,53505.6964079339,94.8888027460231,32.0283607401015,31.8771254937801,2.18137,1.3946724
ISL,2016,21083713310.457,62854.0906407932,87.7600165983392,47.3067430379113,34.9997018089201,2.11011,1.382973
ISL,2017,25060086487.8901,72976.3729990975,86.3585336945067,33.3394489927088,31.0338460553056,2.08365,1.4685991
ISL,2018,26677652544.3499,75633.8651351915,88.934996973139,32.4990443848276,30.3825247863504,2.00081,1.5836283
ISL,2019,24985687022.0452,69296.3144361601,83.7923659518443,30.0597687054453,30.6922340261305,2.34018,1.5796502
ISL,2020,22034665040.7901,60127.9393575616,68.6550233460548,28.9254504546926,36.3538902057074,2.4864,1.5637066
ISL,2021,26234872402.457,70425.4064277273,76.2317249850944,28.381747914336,34.66733081482,2.78171,1.8005665
ISL,2022,29166102877.2755,76350.4550416502,93.0487199615013,30.6667359788343,32.5664874770837,2.60089,1.6330091
ISL,2023,31677891896.7861,82138.7892973557,87.4049419122047,31.470973703207,32.0740117330613,2.64005,1.6402729
ISL,2024,33255181468.9382,86040.5309851288,85.9671932681303,,,,1.645973
ISR,1960,3070585807.33625,1452.48664030437,,,,,
ISR,1961,3708586471.46387,1697.29357961733,,,,,
ISR,1962,2966154031.33123,1293.56913708296,,,,,
ISR,1963,3535949088.90947,1486.31739760801,,,,,
ISR,1964,4024344852.54797,1625.9979202214,,,,,
ISR,1965,4329084428.62583,1689.06922693166,,,,,
ISR,1966,4703300098.0703,1789.00726438581,,,,,
ISR,1967,4762386782.7194,1734.93143268466,,,,,
ISR,1968,5458427927.8861,1947.35209699825,,,,,
ISR,1969,6297852761.13463,2189.03467540307,,,,,
ISR,1970,7406712876.3832,2490.48852601991,58.2804644747422,,,,
ISR,1971,7052544000.09352,2297.99413492783,58.9858071065538,,,,
ISR,1972,9222557538.58382,2929.65614313336,55.949772917246,27.1074481188207,37.950427366349,,
ISR,1973,11902574258.9313,3631.04766898453,64.7128917865839,29.4054036031215,52.5096492912884,,
ISR,1974,17172607138.122,5085.16646080013,61.2166802364153,34.9393656521752,50.9532415760888,,
ISR,1975,16141767373.4859,4672.00213414932,66.5664406590909,37.1706509031685,53.6909401934656,,
ISR,1976,15956349550.0166,4516.37405887818,67.3321298604216,40.7361344123552,56.4038784171071,,
ISR,1977,18257113904.2478,5053.17295993573,70.4492510013177,42.1753407487285,58.6072916897916,,
ISR,1978,17701286907.0888,4797.09672278828,85.9791259505038,40.874396057326,52.8376339277629,,
ISR,1979,22609741059.839,5971.93371892207,79.2118757689459,45.8209581993054,59.4434052315313,,
ISR,1980,25395256477.5976,6548.54473377969,79.974793479581,45.0138101936626,62.0773643151024,,
ISR,1981,26882009819.3456,6795.25020711467,79.3343459435795,43.6605826131971,64.348780951588,,
ISR,1982,29255285401.3621,7257.57514298241,69.2655254682641,49.908325435744,61.6398765669194,,
ISR,1983,32675755462.0865,7959.98915032557,63.561932519385,51.9555495728333,74.2548866969034,,
ISR,1984,30645607293.0048,7368.50379730819,70.2762799363961,49.9750032704566,75.3019485186701,,
ISR,1985,28905736366.7079,6828.66439090667,75.6682769347529,45.4925975400944,57.8191033273652,,
