iso3,country_name,income_group,is_current_donor,peer_group,ppp_data_available,gdp_usd,gdp_per_capita_usd,gdp_ppp,gni_per_capita_ppp,fiscal_balance_pct_gdp,govt_debt_pct_gdp,trade_openness,gov_effectiveness,ida20_contribution_usd,ida21_contribution_usd
CPV,Cabo Verde,UMC,0,Upper-Middle Income,True,2725414150.72735,5192.48157325878,5169488779.6525,11000.0,-9.3150353303776,,96.5053536678629,0.4151952,,
CUB,Cuba,UMC,0,Upper-Middle Income,False,107352000000.0,9605.27914559614,,,,,124.863238865053,-0.2695183,,
DMA,Dominica,UMC,0,Upper-Middle Income,True,688881481.481481,10405.2787777582,1240639596.30121,21410.0,,,,0.1490422,,
DOM,Dominican Republic,UMC,0,Upper-Middle Income,True,124282245638.568,10875.6618443092,276888443219.725,26050.0,-0.5703352237649,56.8,51.7835143952326,0.0746487,,
DZA,Algeria,UMC,0,Upper-Middle Income,True,269322281664.773,5752.99076651465,725711643445.634,17290.0,,,40.1345741170703,-0.2511914,,
ECU,Ecuador,UMC,0,Upper-Middle Income,True,124676074700.0,6874.705739766,252727662993.613,15410.0,0.5259422152125985,55.2,57.2031395531255,-0.2196127,,
FJI,Fiji,UMC,0,Upper-Middle Income,True,5968125909.27126,6425.74151715712,12624462706.4514,14490.0,-1.1440580114483012,,,0.6089609,,
GAB,Gabon,UMC,0,Upper-Middle Income,True,20895684425.6752,8230.04311451151,48046268621.9384,20400.0,1.0629538651702006,,92.0468055151256,-0.5671547,,
GEO,Georgia,UMC,0,Upper-Middle Income,True,34189423544.9955,9241.49122313713,92059436458.5108,26200.0,3.4663503857825972,39.9,103.456471449056,0.4562672,,
GNQ,Equatorial Guinea,UMC,0,Upper-Middle Income,True,12765777677.0622,6745.40013244916,29247753194.9258,12330.0,15.4045836158043,,60.5414510975907,-1.1825117,,
GRD,Grenada,UMC,0,Upper-Middle Income,True,1371918518.51852,11705.0902976658,2080601216.89334,18220.0,,,,0.0201444,,
GTM,Guatemala,UMC,0,Upper-Middle Income,True,113199581158.203,6150.02571438505,232672713446.216,14170.0,-0.7219718827659989,27.9,47.344196760267,-0.9093696,,
IDN,Indonesia,UMC,0,Upper-Middle Income,True,1396300098190.97,4925.43048751861,4102194303076.81,16010.0,,39.4,42.572647301834,0.179804,,
IRN,"Iran, Islamic Rep.",UMC,0,Upper-Middle Income,True,475252089215.416,5190.16959024821,1600982419419.64,19820.0,,,52.0621306794348,-0.7061233,,
IRQ,Iraq,UMC,0,Upper-Middle Income,True,279641257615.385,6073.61032342708,585886626484.749,14530.0,10.991694229441698,,70.7087434748943,-1.1018847,,
JAM,Jamaica,UMC,0,Upper-Middle Income,True,22014397089.7689,7753.8006955432,32196993701.627,12690.0,-0.5302279825734999,,,0.1712622,,
KAZ,Kazakhstan,UMC,0,Upper-Middle Income,True,291480274648.826,14154.6324958076,740796393997.686,37590.0,-0.9091275912713996,24.0,57.1613431963924,0.1467641,,
LBY,Libya,UMC,0,Upper-Middle Income,True,48487151215.345,6569.16408678648,92881567242.442,15400.0,,,128.816175842936,-1.41948799999999,,
LCA,St. Lucia,UMC,0,Upper-Middle Income,True,2549062962.96296,14181.6303351598,4359235762.56497,24840.0,,,,0.2682296,,
MDA,Moldova,UMC,0,Upper-Middle Income,True,18200340853.6517,7576.19589413326,39341631754.8437,18710.0,-5.070662245645998,,88.6661154286831,0.2576379,,
MDV,Maldives,UMC,0,Upper-Middle Income,True,7061608267.25451,13379.3513577224,12157538479.3976,23400.0,-4.696859999485103,,156.473955741011,-0.221286999999999,,
MEX,Mexico,UMC,0,Upper-Middle Income,True,1856365616165.94,14185.7812248529,2884128005836.94,25460.0,-3.2478596127978,54.0,74.5889079825143,-0.2199329,,
MHL,Marshall Islands,UMC,0,Upper-Middle Income,True,290108489.990234,7726.33668877794,270693540.418475,9680.0,-28.1660886943155,,123.809133966775,-0.2909441,,
MKD,North Macedonia,UMC,0,Upper-Middle Income,True,16951682245.4202,9291.85661671864,44155482553.4128,25610.0,-4.001679982682603,,136.324876175556,-0.0323427,,
MNE,Montenegro,UMC,0,Upper-Middle Income,True,8270016670.86774,13263.3281277699,17524612407.7645,33970.0,,,109.944104480975,0.3664948,,
MNG,Mongolia,UMC,0,Upper-Middle Income,True,23794540024.5132,6750.6301157724,59366772678.5888,17000.0,-0.0877476763375995,,138.448379141249,-0.3892189,,
MUS,Mauritius,UMC,0,Upper-Middle Income,True,14937861786.17,11990.7798944837,34895712377.9512,35100.0,-4.434838126716702,,145.421700301153,0.7653533,,
MYS,Malaysia,UMC,0,Upper-Middle Income,True,422227005428.688,11874.4273684245,1213093813799.27,37450.0,-0.20918369635320033,66.8,137.362571161559,0.9147725,,
PER,Peru,UMC,0,Upper-Middle Income,True,289221969062.941,8452.37167056621,535911373084.806,16780.0,-2.169569255710698,33.7,51.4758878672647,-0.2004128,,
PRY,Paraguay,UMC,0,Upper-Middle Income,True,44458118397.4445,6416.09708970845,112919442526.934,17930.0,-0.16802178257820088,42.8,76.8311565430624,-0.3545101,,
SLV,El Salvador,UMC,0,Upper-Middle Income,True,35364960000.0,5579.65969165029,73960892033.3419,12420.0,-0.7950006124201003,,84.6596461582312,-0.1831795,,
SRB,Serbia,UMC,0,Upper-Middle Income,True,90097765959.1114,13679.2065983557,177181823265.525,30770.0,3.187233617665804,,111.725028388916,0.1019486,,
SUR,Suriname,UMC,0,Upper-Middle Income,True,4416775112.09627,6961.78955961526,12167816754.4816,20000.0,,,,-0.454291699999999,,
THA,Thailand,UMC,0,Upper-Middle Income,True,526517658841.684,7346.62022142185,1558101282937.74,23960.0,-0.4201458843194992,62.6,136.747107022451,0.2536395,,
TKM,Turkmenistan,UMC,0,Upper-Middle Income,True,51387209872.2994,6856.65802730208,139864561024.928,21020.0,,,28.7346076303052,-1.0591384,,
TON,Tonga,UMC,0,Upper-Middle Income,True,591139749.44287,5651.59373063157,735360754.384418,8400.0,-12.013023026711398,,79.6239205024045,-0.0372776,,
TUR,Turkiye,UMC,0,Upper-Middle Income,True,1359123768774.12,15892.7157287241,3091883611271.66,44600.0,-1.5458663567586015,31.2,54.5988061195916,-0.0707153,,
TUV,Tuvalu,UMC,0,Upper-Middle Income,True,62280311.5852172,6344.7750188689,57054510.9926258,8320.0,,,,-0.6909856,,
UKR,Ukraine,UMC,0,Upper-Middle Income,True,190741262414.705,5389.47314453125,577582962162.907,18560.0,-31.889311655569095,88.1,77.7530113300514,-0.5988431,,
VCT,St. Vincent and the Grenadines,UMC,0,Upper-Middle Income,True,1157207407.40741,11501.2265187188,1882947831.4265,21150.0,,,,0.2682296,,
VEN,"Venezuela, RB",UMC,0,Upper-Middle Income,False,119802963257.783,4217.59102643391,,,,,26.0811657596499,-1.46624969999999,,
WSM,Samoa,UMC,0,Upper-Middle Income,True,1175749785.65113,5392.87761915762,1675748413.54576,8620.0,4.039327269093498,,79.5241461770504,0.4344899,,
XKX,Kosovo,UMC,0,Upper-Middle Income,True,11197246322.588,7023.06598512878,25057318186.2675,18290.0,,,113.789651964133,-0.0612949999999999,,
ZAF,South Africa,UMC,0,Upper-Middle Income,True,401144998373.585,6267.186814093,870347572712.603,15150.0,-3.614996135289797,73.4,61.646770473025,-0.2259135,,
