iso3,country_name,income_group,peer_group,ppp_data_available,gdp_usd,gdp_ppp,actual_contribution_usd,adjusted_target_usd,gap_usd_signed,gap_pct_ppp_gdp,gap_usd_lower,gap_usd_upper,giving_rate_raw,giving_rate,p_donate,pred_donation_usd,expected_contribution,donor_segment,imr
KHM,Cambodia,LMC,Lower-Middle Income,True,46352647037.2406,123628404396.599,0.0,190791.05759363592,190791.05759363592,0.00015432623152004748,-50667064440.85334,50667446022.96853,0.0,0.0,0.046487518136452674,47999743.01954122,190791.05759363592,Low Probability,2.0929737290039694
CUB,Cuba,UMC,Upper-Middle Income,False,107352000000.0,,0.0,175037.6527367115,175037.6527367115,,-117344389541.06744,117344739616.37292,0.0,0.0,0.018415106147083207,60107223.4545585,175037.6527367115,Low Probability,2.451064781560476
GUY,Guyana,HIC,High Income,True,24662709832.1343,58605530526.6564,0.0,174955.8710111889,174955.8710111889,0.00029853133217796086,-26958195140.47671,26958545052.21873,0.0,0.0,0.0801199395724031,35849147.39581735,174955.8710111889,Low Probability,1.8576486998681039
TZA,Tanzania,LMC,Lower-Middle Income,True,78844405385.2195,246705840510.802,0.0,171864.40620242868,171864.40620242868,6.966369577898323e-05,-86183247348.99162,86183591077.80403,0.0,0.0,0.02461886037713868,49075345.93458239,171864.40620242868,Low Probability,2.3436016486997073
SMR,San Marino,HIC,High Income,True,2027527227.831,2402427595.62567,0.0,169586.68016379265,169586.68016379265,0.007058971536647988,-2216084416.2385364,2216423589.598864,0.0,0.0,0.5324611576081099,17493770.528254054,169586.68016379265,High-Potential Prospect,0.7467603867673454
JOR,Jordan,LMC,Lower-Middle Income,True,53352289577.4648,109986275190.311,0.0,166230.6227409582,166230.6227409582,0.0001511376055360787,-58318273945.111275,58318606406.35676,0.0,0.0,0.03518931848335666,35903061.93766448,166230.6227409582,Low Probability,2.2055800834128467
BHS,"Bahamas, The",HIC,High Income,True,15832800000.0,14544121121.0956,0.0,146795.1087678285,146795.1087678285,0.0010093088990775023,-17306405687.02441,17306699277.241947,0.0,0.0,0.10471448108479209,28887582.290579416,146795.1087678285,Low Probability,1.7330704213055923
HTI,Haiti,LMC,Lower-Middle Income,True,25224154990.7946,33076710100.7338,0.0,127141.77288270998,127141.77288270998,0.00038438457904520966,-27571948685.980156,27572202969.525925,0.0,0.0,0.056927815953754596,30894846.873468556,127141.77288270998,Low Probability,2.0079157103000393
MNG,Mongolia,UMC,Upper-Middle Income,True,23794540024.5132,59366772678.5888,0.0,124627.21516121681,124627.21516121681,0.0002099275563385389,-26009264471.520134,26009513725.950455,0.0,0.0,0.05915459188961159,30248641.034838356,124627.21516121681,Low Probability,1.9914859051712845
CHI,Channel Islands,HIC,High Income,False,12507320838.3932,,0.0,121794.25963903627,121794.25963903627,,-13671408478.372482,13671652066.891762,0.0,0.0,0.10998043038656191,24561561.518855814,121794.25963903627,Low Probability,1.7095001597020185
PSE,West Bank and Gaza,LMC,Lower-Middle Income,True,13711100000.0,20339449744.6379,0.0,113913.24584729937,113913.24584729937,0.0005600606077228337,-14987245981.262781,14987473807.754477,0.0,0.0,0.0938328298475759,24310799.476473577,113913.24584729937,Low Probability,1.7849269756590458
XKX,Kosovo,UMC,Upper-Middle Income,True,11197246322.588,25057318186.2675,0.0,111900.57668033986,111900.57668033986,0.0004465784241095131,-12239399186.359423,12239622987.512785,0.0,0.0,0.11286881830476586,22798683.588677213,111900.57668033986,Low Probability,1.696947895495375
BMU,Bermuda,HIC,High Income,True,9233600000.0,7065486356.13778,0.0,111837.11993855445,111837.11993855445,0.0015828651320146086,-10092972329.864103,10093196004.10398,0.0,0.0,0.13679423754942055,21724070.127317727,111837.11993855445,Low Probability,1.6016044209082279
TKM,Turkmenistan,UMC,Upper-Middle Income,True,51387209872.2994,139864561024.928,0.0,109625.1506325306,109625.1506325306,7.837950502199921e-05,-56170336825.5935,56170556075.89477,0.0,0.0,0.024093952562767116,37252232.03591368,109625.1506325306,Low Probability,2.3517168431766127
MUS,Mauritius,UMC,Upper-Middle Income,True,14937861786.17,34895712377.9512,0.0,107394.50046473468,107394.50046473468,0.0003077584412135163,-16328204020.61264,16328418809.613571,0.0,0.0,0.08119821667833166,19914085.127619937,107394.50046473468,Low Probability,1.8515800224354189
ZMB,Zambia,LMC,Lower-Middle Income,True,25303185342.2511,79037328495.5792,0.0,104288.86792930518,104288.86792930518,0.00013194887771939101,-27658358212.446533,27658566790.18239,0.0,0.0,0.04654956663213836,24628216.76521315,104288.86792930518,Low Probability,2.0924227071773585
JAM,Jamaica,UMC,Upper-Middle Income,True,22014397089.7689,32196993701.627,0.0,100996.42235828485,100996.42235828485,0.00031368277204458757,-24063445476.507595,24063647469.352314,0.0,0.0,0.051814591619370694,26164038.919291086,100996.42235828485,Low Probability,2.0477738587643275
NPL,Nepal,LMC,Lower-Middle Income,True,42914268286.7109,149643411660.469,0.0,100777.20106560909,100777.20106560909,6.734489674310947e-05,-46908723709.70622,46908925264.10835,0.0,0.0,0.02652243941296238,29687558.95232445,100777.20106560909,Low Probability,2.31537884806481
TTO,Trinidad and Tobago,HIC,High Income,True,25633544529.4849,43732137356.2569,0.0,99642.53476443743,99642.53476443743,0.00022784739275996365,-28019472619.012676,28019671904.082203,0.0,0.0,0.04390247347694622,18451264.57378573,99642.53476443743,Low Probability,2.116501463376529
BOL,Bolivia,LMC,Lower-Middle Income,True,54881327452.9667,140632330052.604,0.0,99610.67544214179,99610.67544214179,7.083056606178826e-05,-59989704710.34829,59989903931.69918,0.0,0.0,0.020499070223413747,36728937.430868864,99610.67544214179,Low Probability,2.411843372534508
CYM,Cayman Islands,HIC,High Income,True,7241244269.45972,5819365232.47743,0.0,97645.3997586837,97645.3997586837,0.0016779390166771493,-7915177857.691973,7915373148.491489,0.0,0.0,0.15229704454656334,19017311.377769478,97645.3997586837,Low Probability,1.5465055988501695
GAB,Gabon,UMC,Upper-Middle Income,True,20895684425.6752,48046268621.9384,0.0,97076.12783887783,97076.12783887783,0.00020204717374150446,-22840604452.536755,22840798604.79243,0.0,0.0,0.052469717964080065,27176203.534062635,97076.12783887783,Low Probability,2.042488090290697
SVN,Slovenia,HIC,High Income,True,72972015197.3859,103495686631.162,7760000.0,7856298.881629066,96298.88162906561,9.304627541846804e-05,-79764317496.567,79764510094.33025,0.9877424620575157,0.9877424620575157,0.9406867609576235,170635369.78491673,7856298.881629066,High-Potential Prospect,0.12549684624570936
BWA,Botswana,UMC,Upper-Middle Income,True,19402063512.9066,45553212807.2757,0.0,91944.18826555413,91944.18826555413,0.00020183908576228659,-21207959092.128704,21208142980.505238,0.0,0.0,0.05352161955926895,26754710.599945422,91944.18826555413,Low Probability,2.0341154813939526
GIN,Guinea,LMC,Lower-Middle Income,True,25008678293.4084,59260261425.5034,0.0,88793.33833895873,88793.33833895873,0.00014983622448338607,-27336453283.467865,27336630870.144547,0.0,0.0,0.04009982987071291,26111977.81797362,88793.33833895873,Low Probability,2.1533379887780715
UGA,Uganda,LIC,Low Income,True,53911907086.1525,144026964626.23,0.0,88125.70069436531,88125.70069436531,6.118694573829542e-05,-58930060009.7135,58930236261.11488,0.0,0.0,0.01846166107836183,31205717.316558994,88125.70069436531,Low Probability,2.450147033621495
BRN,Brunei Darussalam,HIC,High Income,True,15340808592.48,36588151541.3938,0.0,82378.11567914057,82378.11567914057,0.00022514970614446743,-16768683034.452833,16768847790.68419,0.0,0.0,0.06064800061329155,21400094.154237825,82378.11567914057,Low Probability,1.9807528802212049
NCL,New Caledonia,HIC,High Income,False,8548919387.12607,,0.0,81851.11312636713,81851.11312636713,,-9344590098.183468,9344753800.409721,0.0,0.0,0.10813499230794144,17959282.649567038,81851.11312636713,Low Probability,1.7176567171278816
KGZ,Kyrgyz Republic,LMC,Lower-Middle Income,True,17478259659.2625,50906871854.8587,0.0,76485.80128537295,76485.80128537295,0.0001502465158406171,-19105098725.74548,19105251697.34805,0.0,0.0,0.04942373011805542,31460737.719259642,76485.80128537295,Low Probability,2.0675522793225323
VEN,"Venezuela, RB",UMC,Upper-Middle Income,False,119802963257.783,,0.0,75888.78340605709,75888.78340605709,,-130954415492.14066,130954567269.70746,0.0,0.0,0.0071542302951503566,45718395.06397525,75888.78340605709,Low Probability,2.776724847901572
IMN,Isle of Man,HIC,High Income,False,7431257410.92713,,0.0,75122.76671673496,75122.76671673496,,-8122900370.541574,8123050616.075007,0.0,0.0,0.11417266932658465,16532532.093261853,75122.76671673496,Low Probability,1.691364312089077
BEN,Benin,LMC,Lower-Middle Income,True,21482643706.4249,56423799507.9997,0.0,71218.44813812232,71218.44813812232,0.00012622058202235218,-23482225075.335056,23482367512.231335,0.0,0.0,0.0374418816405559,22429908.989607904,71218.44813812232,Low Probability,2.180891030190543
FJI,Fiji,UMC,Upper-Middle Income,True,5968125909.27126,12624462706.4514,0.0,70673.24574849603,70673.24574849603,0.0005598119095585772,-6523581761.496171,6523723107.987668,0.0,0.0,0.13374265673800895,14518445.457576554,70673.24574849603,Low Probability,1.613007541316135
LBN,Lebanon,LMC,Lower-Middle Income,True,20078620356.9931,65415227251.247,0.0,67975.47449027185,67975.47449027185,0.00010391383986054417,-21947515331.15028,21947651282.099262,0.0,0.0,0.038235895427840325,30213046.578022975,67975.47449027185,Low Probability,2.172490079028615
SEN,Senegal,LMC,Lower-Middle Income,True,32808056600.9436,82535939325.2829,0.0,66923.12275816832,66923.12275816832,8.108361436878689e-05,-35861837061.07626,35861970907.32178,0.0,0.0,0.023038201786952286,26579504.1855351,66923.12275816832,Low Probability,2.3685156034113275
ABW,Aruba,HIC,High Income,True,4265650673.00236,4812141511.37331,0.0,65942.31345186936,65942.31345186936,0.0013703319675038078,-4662641048.41226,4662772933.039164,0.0,0.0,0.17459499027397496,13499971.025984244,65942.31345186936,Low Probability,1.474248702674019
GUM,Guam,HIC,High Income,False,6910000000.0,,0.0,65593.78472896606,65593.78472896606,,-7553132681.412347,7553263868.981805,0.0,0.0,0.1072105511032671,15081564.29344813,65593.78472896606,Low Probability,1.721784006012397
MOZ,Mozambique,LIC,Low Income,True,22745341305.0622,51958532879.6799,0.0,65149.859335116504,65149.859335116504,0.00012538818115974076,-24862463462.89965,24862593762.618324,0.0,0.0,0.03234997206477935,20793158.751517724,65149.859335116504,Low Probability,2.238704583631108
AND,Andorra,HIC,High Income,True,4039842405.48117,5402033635.11601,0.0,64438.05181083275,64438.05181083275,0.0011928480302668262,-4415815545.905986,4415944422.009608,0.0,0.0,0.1801485885213896,13170785.73336786,64438.05181083275,Low Probability,1.4573302535159194
PYF,French Polynesia,HIC,High Income,False,6323716355.05009,,0.0,64003.244294311946,64003.244294311946,,-6912278032.327324,6912406038.815912,0.0,0.0,0.11430954407599908,14541817.2841605,64003.244294311946,Low Probability,1.6907810726269183
FRO,Faroe Islands,HIC,High Income,True,4052937169.76536,3940289911.86911,0.0,62864.02259453801,62864.02259453801,0.0015954161749666264,-4430130774.205168,4430256502.250357,0.0,0.0,0.17518026622073046,12985264.608268421,62864.02259453801,Low Probability,1.4724471620588482
MDV,Maldives,UMC,Upper-Middle Income,True,7061608267.25451,12157538479.3976,0.0,62502.113149689016,62502.113149689016,0.0005141017094505298,-7718856077.386731,7718981081.61303,0.0,0.0,0.09996407792233725,12032933.427603198,62502.113149689016,Low Probability,1.755153410180336
CZE,Czechia,HIC,High Income,True,347034062928.479,523047638122.857,20720000.0,20781076.04028096,61076.0402809605,1.1676955563771142e-05,-379336709625.26526,379336831777.3458,0.9970609779704105,0.9970609779704105,0.9653189693365105,639690682.6496205,20781076.04028096,High-Potential Prospect,0.07944675479212165
ZWE,Zimbabwe,LMC,Lower-Middle Income,True,41539411516.4448,86752463870.312,0.0,60871.344261113336,60871.344261113336,7.016670368245809e-05,-45405932098.07867,45406053840.76719,0.0,0.0,0.01655028354468791,23893790.778754372,60871.344261113336,Low Probability,2.4896160077921023
COG,"Congo, Rep.",LMC,Lower-Middle Income,True,15719986076.6464,39147012969.3478,0.0,55410.82863374855,55410.82863374855,0.00014154548311804874,-17183182175.314297,17183292996.97156,0.0,0.0,0.03981029294774253,21779185.360911302,55410.82863374855,Low Probability,2.156262641943399
CUW,Curacao,HIC,High Income,True,3561178196.20713,4485931928.22728,0.0,53966.92378865697,53966.92378865697,0.0012030259186296493,-3892606671.1747828,3892714605.02236,0.0,0.0,0.17115391714688105,11549163.086242482,53966.92378865697,Low Probability,1.4849320610601706
MWI,Malawi,LIC,Low Income,True,11316411329.4619,35390077575.2599,0.0,53631.976762182196,53631.976762182196,0.00015154523650910175,-12369714607.547445,12369821871.50097,0.0,0.0,0.05352639137480338,12096375.150285946,53631.976762182196,Low Probability,2.0340778150395455
TCD,Chad,LIC,Low Income,True,19518819751.283,48979060781.1025,0.0,50600.92088709097,50600.92088709097,0.00010331133361914983,-21335624605.920414,21335725807.762188,0.0,0.0,0.02927910200660022,18664974.979928784,50600.92088709097,Low Probability,2.2774689770755474
BFA,Burkina Faso,LIC,Low Income,True,23124729853.0218,59994577724.1268,0.0,50527.4117704351,50527.4117704351,8.421996401537388e-05,-25277180969.005394,25277282023.828934,0.0,0.0,0.024677619866531126,21895933.98635965,50527.4117704351,Low Probability,2.342702591517094
YEM,"Yemen, Rep.",LIC,Low Income,False,21606160663.0318,,0.0,48710.17680330412,48710.17680330412,,-23617261775.15499,23617359195.5086,0.0,0.0,0.025462145198683034,19078769.1817853,48710.17680330412,Low Probability,2.3308735173007853
NAM,Namibia,LMC,Lower-Middle Income,True,13372354511.716,31153793845.0744,0.0,42754.14782046993,42754.14782046993,0.00013723576663915562,-14617040463.394457,14617125971.690096,0.0,0.0,0.036109648300882945,14630050.734593479,42754.14782046993,Low Probability,2.195334243894908
GNQ,Equatorial Guinea,UMC,Upper-Middle Income,True,12765777677.0622,29247753194.9258,0.0,40257.44601722915,40257.44601722915,0.00013764286695435268,-13954004595.221935,13954085110.113968,0.0,0.0,0.035616548277031666,29873731.894717287,40257.44601722915,Low Probability,2.2007956859113107
FSM,"Micronesia, Fed. Sts.",LMC,Lower-Middle Income,True,471425099.488675,432741079.241925,0.0,40056.22566971263,40056.22566971263,0.009256395473219933,-515266347.29711896,515346459.74845845,0.0,0.0,0.33800953956117097,4857213.4446638115,40056.22566971263,Emerging Prospect,1.0815787322742285
SOM,"Somalia, Fed. Rep.",LIC,Low Income,True,11967000000.0,26790260348.198,0.0,39252.493044946474,39252.493044946474,0.00014651777375350038,-13080875908.040009,13080954413.0261,0.0,0.0,0.03704544703906719,12167230.300267665,39252.493044946474,Low Probability,2.185142454188842
SDN,Sudan,LIC,Low Income,True,49672435513.1126,93905594489.6469,0.0,38371.69323327241,38371.69323327241,4.08619885128387e-05,-54296018682.211266,54296095425.597725,0.0,0.0,0.008724657655633284,24333601.14778752,38371.69323327241,Low Probability,2.7111129234676374
BRB,Barbados,HIC,High Income,True,7498050000.0,6168436783.44456,0.0,38270.97961400962,38270.97961400962,0.0006204323876143942,-8195947015.176888,8196023557.136117,0.0,0.0,0.05764665770355761,11789695.513249418,38270.97961400962,Low Probability,2.002554302417195
AFG,Afghanistan,LIC,Low Income,True,17152234636.8715,82238478027.9442,0.0,38264.205593089726,38264.205593089726,4.652834842114631e-05,-18748764785.72109,18748841314.132275,0.0,0.0,0.02519561003287999,15795238.709164336,38264.205593089726,Low Probability,2.334856418116602
GRL,Greenland,HIC,High Income,True,3326543974.39193,4039549554.24062,0.0,36750.82354709736,36750.82354709736,0.0009097752869132957,-3636149386.6213665,3636222888.2684603,0.0,0.0,0.12477474540118966,9129804.081070311,36750.82354709736,Low Probability,1.6477235415595535
RWA,Rwanda,LIC,Low Income,True,14251642235.0968,46542623255.6292,0.0,36507.720756713614,36507.720756713614,7.843932765929369e-05,-15578180503.691538,15578253519.13305,0.0,0.0,0.028931616125207733,15107541.93309061,36507.720756713614,Low Probability,2.282073347755334
MLI,Mali,LIC,Low Income,True,26794747239.8805,71384118790.3552,0.0,36096.23353312597,36096.23353312597,5.0566196157909255e-05,-29288826224.548958,29288898417.01602,0.0,0.0,0.01521476009264018,18956716.673808146,36096.23353312597,Low Probability,2.519650201108925
NER,Niger,LIC,Low Income,True,19876128485.7857,48751250109.2132,0.0,35583.260801694465,35583.260801694465,7.298943252117713e-05,-21726207455.296654,21726278621.81826,0.0,0.0,0.020219333417566317,16223324.222393928,35583.260801694465,Low Probability,2.4168994784867275
LBR,Liberia,LIC,Low Income,True,4779300900.0,9239025769.781,0.0,34168.032001105654,34168.032001105654,0.0003698228888251663,-5224134763.158712,5224203099.222715,0.0,0.0,0.08074366839911834,9699448.41552007,34168.032001105654,Low Probability,1.8541302478805841
DJI,Djibouti,LMC,Lower-Middle Income,True,4152145939.98458,8030434256.31262,0.0,33188.18222326623,33188.18222326623,0.0004132800439425481,-4538603794.778423,4538670171.14287,0.0,0.0,0.09027421941895164,9174978.161460202,33188.18222326623,Low Probability,1.802929547099811
MDG,Madagascar,LIC,Low Income,True,17420501490.1231,52967520949.4448,0.0,31882.06506954314,31882.06506954314,6.0191725982367924e-05,-19042008900.607273,19042072664.737415,0.0,0.0,0.020669914319738147,15745801.16566182,31882.06506954314,Low Probability,2.4087850415717837
TJK,Tajikistan,LMC,Lower-Middle Income,True,14204575548.5536,50369738870.8902,0.0,31034.124324652723,31034.124324652723,6.16126369132083e-05,-15526738218.153767,15526800286.402416,0.0,0.0,0.02467539538416681,19692087.44531808,31034.124324652723,Low Probability,2.342736593625808
MRT,Mauritania,LMC,Lower-Middle Income,True,10908045686.8808,33511586137.0969,0.0,28522.52572485831,28522.52572485831,8.511243128920191e-05,-11923362485.85618,11923419530.907629,0.0,0.0,0.029532071952314724,11768366.2281708,28522.52572485831,Low Probability,2.2741465438737523
TGO,Togo,LIC,Low Income,True,10651180146.531,28172476918.4511,0.0,27720.2739031404,27720.2739031404,9.839487661443593e-05,-11642588128.002695,11642643568.5505,0.0,0.0,0.029393592752609908,11458337.26301822,27720.2739031404,Low Probability,2.2759622354452156
SLE,Sierra Leone,LIC,Low Income,True,6971127235.3123,26779577207.271,0.0,25800.447907131405,25800.447907131405,9.634374623407517e-05,-7619989570.02101,7620041170.916825,0.0,0.0,0.041800080846650316,9586728.964969607,25800.447907131405,Low Probability,2.136516777071877
SYC,Seychelles,HIC,High Income,True,2167239562.46013,3548606461.02571,0.0,25308.35519701558,25308.35519701558,0.0007131913745572199,-2368945766.190783,2368996382.901177,0.0,0.0,0.13188939820841983,6685317.773177346,25308.35519701558,Low Probability,1.6200309052244668
SUR,Suriname,UMC,Upper-Middle Income,True,4416775112.09627,12167816754.4816,0.0,24137.396474496778,24137.396474496778,0.00019837080851506573,-4827874293.662703,4827922568.455652,0.0,0.0,0.061721720387680715,7980247.387996291,24137.396474496778,Low Probability,1.9731708628028317
BLZ,Belize,UMC,Upper-Middle Income,True,3203631800.0,5264035959.20123,0.0,22184.626445303686,22184.626445303686,0.0004214375930796264,-3501810837.967839,3501855207.2207294,0.0,0.0,0.0782100223466988,6934091.351652908,22184.626445303686,Low Probability,1.8685628501213003
SWZ,Eswatini,LMC,Lower-Middle Income,True,4858885840.77236,12900985341.5671,0.0,22125.077083474076,22125.077083474076,0.00017149912582403192,-5311139691.40646,5311183941.560627,0.0,0.0,0.051428159554163876,8167188.10546771,22125.077083474076,Low Probability,2.050918031047017
MHL,Marshall Islands,UMC,Upper-Middle Income,True,290108489.990234,270693540.418475,0.0,20478.085045667114,20478.085045667114,0.0075650438551320065,-317091959.86202574,317132916.0321171,0.0,0.0,0.280802220295768,586213.5692745841,20478.085045667114,Emerging Prospect,1.200453316955296
CPV,Cabo Verde,UMC,Upper-Middle Income,True,2725414150.72735,5169488779.6525,0.0,19438.922468192708,19438.922468192708,0.0003760318146874751,-2979082364.618997,2979121242.4639335,0.0,0.0,0.08055501200626425,4063944.8412280963,19438.922468192708,Low Probability,1.8551921218109202
LAO,Lao PDR,LMC,Lower-Middle Income,True,16502933121.3379,66822965068.7706,0.0,18556.722634322723,18556.722634322723,2.7769977903891488e-05,-18039044538.47015,18039081651.915417,0.0,0.0,0.012699687147333013,13891591.190121483,18556.722634322723,Low Probability,2.583163330643055
PLW,Palau,HIC,High Income,True,276733062.744141,291183210.455899,0.0,15914.248971532534,15914.248971532534,0.005465373139686163,-302476081.7291833,302507910.22712636,0.0,0.0,0.22876876736462642,369432.9404538326,15914.248971532534,Emerging Prospect,1.3233270277891518
ATG,Antigua and Barbuda,HIC,High Income,True,2207622874.07407,2754237217.77357,0.0,15648.221707159555,15648.221707159555,0.0005681508334205518,-2413097707.0231376,2413129003.4665523,0.0,0.0,0.08005583487123319,5210283.718344748,15648.221707159555,Low Probability,1.8580115741392422
SXM,Sint Maarten (Dutch part),HIC,High Income,True,1797836665.95136,2050593492.7802,0.0,15327.81281744779,15327.81281744779,0.0007474817837574575,-1965168001.3260934,1965198656.951728,0.0,0.0,0.09629036665517055,4860301.229478163,15327.81281744779,Low Probability,1.7728115952264005
TCA,Turks and Caicos Islands,HIC,High Income,True,1745378000.0,1553828160.67349,0.0,14538.566647573838,14538.566647573838,0.0009356611635402626,-1907827154.5110548,1907856231.6443498,0.0,0.0,0.09407732925812001,4689603.396560876,14538.566647573838,Low Probability,1.7837103168376123
NIC,Nicaragua,LMC,Lower-Middle Income,True,19693982967.5926,52988712244.5939,0.0,13523.346308731525,13523.346308731525,2.5521183165026296e-05,-21527129484.2631,21527156530.95572,0.0,0.0,0.007755387410689134,14342379.470765026,13523.346308731525,Low Probability,2.750209261907305
MNP,Northern Mariana Islands,HIC,High Income,False,1096000000.0,,0.0,12815.187379457027,12815.187379457027,,-1198005319.3446026,1198030949.7193613,0.0,0.0,0.13205878345164307,3880185.080971544,12815.187379457027,Low Probability,1.6193858309336653
TLS,Timor-Leste,LMC,Lower-Middle Income,True,1865608515.41321,5449823119.04932,0.0,10970.164045323565,10970.164045323565,0.0002012939467150491,-2039252563.9621537,2039274504.2902443,0.0,0.0,0.06641183683201142,4005105.6672106558,10970.164045323565,Low Probability,1.9412796090833109
WSM,Samoa,UMC,Upper-Middle Income,True,1175749785.65113,1675748413.54576,0.0,9761.903526759794,9761.903526759794,0.0005825399235261292,-1285181446.9305465,1285200970.7376,0.0,0.0,0.09377185099016183,4163413.609526154,9761.903526759794,Low Probability,1.7852308096255896
NRU,Nauru,HIC,High Income,True,162588620.632234,148964293.072557,0.0,9704.473021710215,9704.473021710215,0.006514630332910313,-177713029.09080774,177732438.03685117,0.0,0.0,0.2374397597269361,2511878.6943039675,9704.473021710215,Emerging Prospect,1.3016115172840046
ASM,American Samoa,HIC,High Income,False,871000000.0,,0.0,9654.418085143296,9654.418085143296,,-952064976.2181889,952084285.0543591,0.0,0.0,0.12518746138040576,3135121.5531816455,9654.418085143296,Low Probability,1.6460841098278682
BTN,Bhutan,LMC,Lower-Middle Income,True,3012896789.24928,11489317550.7216,0.0,9380.981483158295,9380.981483158295,8.164959704302987e-05,-3293334588.9033895,3293353350.8663554,0.0,0.0,0.035165509145977575,3808028.682040172,9380.981483158295,Low Probability,2.205848174542394
VUT,Vanuatu,LMC,Lower-Middle Income,True,1117972034.22642,1039724287.98133,0.0,9051.984121171841,9051.984121171841,0.0008706138950304471,-1222026322.9272482,1222044426.8954904,0.0,0.0,0.09144621386640067,2901828.6791635114,9051.984121171841,Low Probability,1.796938604737469
SLB,Solomon Islands,LMC,Lower-Middle Income,True,1583964703.75061,1927776122.51779,0.0,8451.612680068198,8451.612680068198,0.0004384125615701625,-1731395234.1097739,1731412137.3351338,0.0,0.0,0.060262476048633815,2886627.5604247744,8451.612680068198,Low Probability,1.983502421721521
LSO,Lesotho,LMC,Lower-Middle Income,True,2271759454.51107,6171463926.93622,0.0,7911.137590961876,7911.137590961876,0.0001281889951010263,-2483212001.087541,2483227823.362723,0.0,0.0,0.03933050106790111,4636025.152276752,7911.137590961876,Low Probability,2.1611491501809468
LCA,St. Lucia,UMC,Upper-Middle Income,True,2549062962.96296,4359235762.56497,0.0,7342.310105944313,7342.310105944313,0.00016843113118580457,-2786328109.9649415,2786342794.585153,0.0,0.0,0.03253157170503419,3840509.291475223,7342.310105944313,Low Probability,2.2365128177688276
CAF,Central African Republic,LIC,Low Income,True,2751494281.06887,5923566230.74976,0.0,7090.95068102215,7090.95068102215,0.00011970746008059122,-3007602439.871896,3007616621.773258,0.0,0.0,0.029106416253262223,3512289.413120458,7090.95068102215,Low Probability,2.2797512270903146
GMB,"Gambia, The",LIC,Low Income,True,2404888749.21907,8439171637.60406,0.0,6843.461333187947,6843.461333187947,8.109162400127288e-05,-2628734336.3711314,2628748023.293798,0.0,0.0,0.03213910013736871,3646673.9022575202,6843.461333187947,Low Probability,2.241262939622168
SYR,Syrian Arab Republic,LIC,Low Income,True,23622827079.5047,100065695233.932,0.0,6452.7990514251605,6452.7990514251605,6.448562653104951e-06,-25821686275.448948,25821699181.047054,0.0,0.0,0.0030850993591644755,9315800.902813831,6452.7990514251605,Low Probability,3.0412742137243245
TON,Tonga,UMC,Upper-Middle Income,True,591139749.44287,735360754.384418,0.0,5089.089639477983,5089.089639477983,0.0006920534729567041,-646159272.1104065,646169450.2896854,0.0,0.0,0.09723056805900215,1164837.0867004488,5089.089639477983,Low Probability,1.7682418697244335
MAF,St. Martin (French part),HIC,High Income,False,649206262.847519,,0.0,4751.147952007116,4751.147952007116,,-709631084.5665227,709640586.8624266,0.0,0.0,0.08265492564213262,1991405.9484687278,4751.147952007116,Low Probability,1.8434845181686372
COM,Comoros,LMC,Lower-Middle Income,True,1440991455.45188,3018062220.97688,0.0,4310.3575193017205,4310.3575193017205,0.00014281870961250603,-1575117856.9207532,1575126477.635792,0.0,0.0,0.03378351034912229,2475184.403605343,4310.3575193017205,Low Probability,2.2216822245116425
KNA,St. Kitts and Nevis,HIC,High Income,True,1122388888.88889,1436039666.27531,0.0,4257.506215187016,4257.506215187016,0.00029647553024978834,-1226859102.7913141,1226867617.8037443,0.0,0.0,0.042841514721820816,2466340.6987857237,4257.506215187016,Low Probability,2.126498067897594
GNB,Guinea-Bissau,LIC,Low Income,True,2218393804.54798,6041125849.26546,0.0,4193.971936937941,4193.971936937941,6.94236809757553e-05,-2424882674.077221,2424891062.0210943,0.0,0.0,0.02135205906235462,2306826.8862690064,4193.971936937941,Low Probability,2.396789809336869
GRD,Grenada,UMC,Upper-Middle Income,True,1371918518.51852,2080601216.89334,0.0,4042.8666404022274,4042.8666404022274,0.0001943124231388682,-1499615723.8171532,1499623809.5504339,0.0,0.0,0.03328234997432984,2364447.256690397,4042.8666404022274,Low Probability,2.227561504274297
STP,Sao Tome and Principe,LMC,Lower-Middle Income,True,822154621.088897,1293398436.04085,0.0,3814.2456907281885,3814.2456907281885,0.00029490105944489646,-898678800.2194269,898686428.7108083,0.0,0.0,0.05239719612846389,1927287.4742763308,3814.2456907281885,Low Probability,2.043070489596666
VCT,St. Vincent and the Grenadines,UMC,Upper-Middle Income,True,1157207407.40741,1882947831.4265,0.0,3327.134284104006,3327.134284104006,0.00017669816595945766,-1264919537.3628113,1264926191.6313794,0.0,0.0,0.03247222220422513,2041796.1302493447,3327.134284104006,Low Probability,2.237227961826176
KIR,Kiribati,LMC,Lower-Middle Income,True,307862564.489711,438143459.626784,0.0,2385.069205984004,2385.069205984004,0.0005443580529572746,-336516716.39265126,336521486.53106326,0.0,0.0,0.08749777071132114,971816.2520574406,2385.069205984004,Low Probability,1.8173758876160162
DMA,Dominica,UMC,Upper-Middle Income,True,688881481.481481,1240639596.30121,0.0,2104.3403561204864,2104.3403561204864,0.00016961737819704264,-753002008.2126292,753006216.8933414,0.0,0.0,0.03450041819673508,1385177.9202775718,2104.3403561204864,Low Probability,2.2134005452438315
