iso3,country_name,income_group,peer_group,ppp_data_available,gdp_usd,gdp_ppp,actual_contribution_usd,adjusted_target_usd,gap_usd_signed,gap_pct_ppp_gdp,gap_usd_lower,gap_usd_upper,giving_rate_raw,giving_rate,p_donate,pred_donation_usd,expected_contribution,donor_segment,imr
FIN,Finland,HIC,High Income,True,298696961297.656,315407096563.701,109930000.0,150930501.16079438,41000501.16079438,0.012999232296129945,-326459342896.8223,326541343899.14386,0.7283484726714428,0.7283484726714428,0.9231068455948344,707202158.7471116,150930501.16079438,Under-Contributing Donor,0.1562853739073849
HKG,"Hong Kong SAR, China",HIC,High Income,True,406863396487.342,497749120777.738,0.0,33378613.143576108,33378613.143576108,0.00670591102027899,-444701774004.659,444768531230.9461,0.0,0.0,0.3263557745687097,776208190.2571704,33378613.143576108,Emerging Prospect,1.1047060906583506
SGP,Singapore,HIC,High Income,True,547386645891.847,800303664054.59,55000000.0,85986705.46154061,30986705.46154061,0.0038718684985836775,-598307634078.3606,598369607489.2837,0.6396337632054053,0.6396337632054053,0.26642406187714984,1069075672.1336122,85986705.46154061,Under-Contributing Donor,1.2327518630348815
ROU,Romania,HIC,High Income,True,382564217988.866,771674274828.582,6500000.0,32941322.027181014,26441322.027181014,0.003426487429952829,-418147710843.7646,418200593487.8189,0.19732055667458115,0.19732055667458115,0.34253764786199015,158796298.5540819,32941322.027181014,Emerging Prospect,1.0727236571134962
TUR,Turkiye,UMC,Upper-Middle Income,True,1359123768774.12,3091883611271.66,0.0,21937793.86946587,21937793.86946587,0.0007095284502136572,-1485612115185.0066,1485655990772.7454,0.0,0.0,0.18230006751281141,158170341.63889664,21937793.86946587,Low Probability,1.4508791399594132
UKR,Ukraine,UMC,Upper-Middle Income,True,190741262414.705,577582962162.907,0.0,16022673.106345339,16022673.106345339,0.002774090330910099,-208479863619.17477,208511908965.38748,0.0,0.0,0.33416576393729436,99610375.64705072,16022673.106345339,Emerging Prospect,1.0891521872144916
MEX,Mexico,UMC,Upper-Middle Income,True,1856365616165.94,2884128005836.94,0.0,14816409.52134752,14816409.52134752,0.000513722327558342,-2029145468707.6619,2029175101526.7043,0.0,0.0,0.09014306966847807,1046033347.5034084,14816409.52134752,Low Probability,1.8036038355164357
IND,India,LMC,Lower-Middle Income,True,3909891533858.08,14245349560959.0,0.0,12620084.241454937,12620084.241454937,8.859090601779062e-05,-4273820374090.0713,4273845614258.5537,0.0,0.0,0.03645443989957783,632720679.3371682,12620084.241454937,Low Probability,2.1915531577916942
BRA,Brazil,UMC,Upper-Middle Income,True,2185821648943.86,4166273441898.55,0.0,12513954.860824931,12513954.860824931,0.0003003632631256768,-2389270309300.015,2389295337209.737,0.0,0.0,0.06465956026029852,889705073.5170913,12513954.860824931,Low Probability,1.9529699522069361
GRC,Greece,HIC,High Income,True,256238371778.118,389924903122.161,0.0,11387202.5634663,11387202.5634663,0.0029203578618057025,-280078226075.8429,280101000480.96985,0.0,0.0,0.9121423011574112,164832071.1571154,11387202.5634663,High-Potential Prospect,0.17486757425867863
