country_iso3,replenishment_round,donate_dummy,donation_usd,log_gdp_per_capita,dac_member,un_voting_align,trade_openness,gov_effectiveness,peer_donor,log_gdp_level,fiscal_balance_pct_gdp,ida_vote_share_lag,trade_exposure_ida,log_donation_lag,us_eu_ally,sovereign_credit_rating
SYC,IDA2,0,0.0,5.75051,0,0.258353,,0.759214,0,16.592715,,0.05,0.15,0.0,0,BBB
SYC,IDA3,0,0.0,5.840296,0,0.258353,,0.759214,0,16.729601,,0.05,0.15,0.0,0,BBB
SYC,IDA4,0,0.0,6.474711,0,0.258353,97.0921,0.759214,1,17.423621,,0.05,0.15,0.0,0,BBB
SYC,IDA5,0,0.0,6.951153,0,0.236037,88.0983,0.759214,1,17.982585,,0.05,0.15,0.0,0,BBB
SYC,IDA6,0,0.0,7.815354,0,0.152314,77.1444,0.759214,1,18.870379,,0.05,0.15,0.0,0,BBB
SYC,IDA7,0,0.0,7.819092,0,0.23817,71.1761,0.759214,1,18.896871,0.9205,0.05,0.15,0.0,0,BBB
SYC,IDA8,0,0.0,8.261469,0,0.255502,51.4339,0.759214,1,19.396044,3.279,0.05,0.15,0.0,0,BBB
SYC,IDA9,0,0.0,8.638007,0,0.193663,62.5765,0.759214,1,19.78719,8.099,0.05,0.15,0.0,0,BBB
SYC,IDA10,0,0.0,8.850615,0,0.220136,57.8919,0.759214,1,20.038544,2.4381,0.05,0.15,0.0,0,BBB
SYC,IDA11,0,0.0,8.854285,0,0.300976,98.0553,0.759214,1,20.098245,-6.026,0.05,0.15,0.0,0,BBB
SYC,IDA12,0,0.0,9.017148,0,0.224114,88.3643,0.750086,1,20.312042,-0.2203,0.05,0.15,0.0,0,BBB
SYC,IDA13,0,0.0,9.089772,0,0.252317,156.9299,0.753494,1,20.425042,-4.1251,0.05,0.15,0.0,0,BBB
SYC,IDA14,0,0.0,9.376034,0,0.216711,171.1017,0.337999,1,20.700917,3.586,0.05,0.15,0.0,0,BBB
SYC,IDA15,0,0.0,9.446937,0,0.132544,174.9285,0.338778,1,20.797732,-2.2605,0.05,0.15,0.0,0,BBB
SYC,IDA16,0,0.0,9.299705,0,0.305058,198.1627,0.599472,1,20.704711,4.8699,0.05,0.15,0.0,0,BBB
SYC,IDA17,0,0.0,9.60382,0,0.368525,196.5177,0.640428,1,21.010818,,0.05,0.15,0.0,0,BBB
SYC,IDA18,0,0.0,9.715168,0,0.311953,180.8662,0.813103,1,21.173394,,0.05,0.15,0.0,0,BBB
SYC,IDA19,0,0.0,9.859615,0,0.325975,173.4078,0.561851,1,21.348504,,0.05,0.15,0.0,0,BBB
SYC,IDA20,0,0.0,9.614666,0,0.339594,183.7708,0.561222,1,21.120143,,0.05,0.15,0.0,0,BBB
SYC,IDA21,0,0.0,9.790253,0,0.392248,188.3692,0.626767,1,21.49672,,0.05,0.15,0.0,0,BBB
TCA,IDA1,0,0.0,,0,0.45,,,0,,,0.05,0.15,0.0,0,BBB
TCA,IDA2,0,0.0,,0,0.45,,,0,,,0.05,0.15,0.0,0,BBB
TCA,IDA3,0,0.0,,0,0.45,,,0,,,0.05,0.15,0.0,0,BBB
TCA,IDA4,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
TCA,IDA5,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
TCA,IDA6,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
TCA,IDA7,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
TCA,IDA8,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
TCA,IDA9,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
TCA,IDA10,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
TCA,IDA11,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
TCA,IDA12,0,0.0,9.816062,0,0.45,,,1,19.698122,,0.05,0.15,0.0,0,BBB
TCA,IDA13,0,0.0,9.787175,0,0.45,,,1,19.720076,,0.05,0.15,0.0,0,BBB
TCA,IDA14,0,0.0,10.090892,0,0.45,,,1,20.176201,,0.05,0.15,0.0,0,BBB
TCA,IDA15,0,0.0,10.29024,0,0.45,,,1,20.466423,,0.05,0.15,0.0,0,BBB
TCA,IDA16,0,0.0,10.047322,0,0.45,,,1,20.347536,,0.05,0.15,0.0,0,BBB
TCA,IDA17,0,0.0,10.152448,0,0.45,,,1,20.576305,,0.05,0.15,0.0,0,BBB
TCA,IDA18,0,0.0,10.353721,0,0.45,,,1,20.907318,,0.05,0.15,0.0,0,BBB
TCA,IDA19,0,0.0,10.366609,0,0.45,,,1,21.039417,,0.05,0.15,0.0,0,BBB
TCA,IDA20,0,0.0,10.215714,0,0.45,,,1,20.935517,,0.05,0.15,0.0,0,BBB
TCA,IDA21,0,0.0,10.532277,0,0.45,,,1,21.280237,,0.05,0.15,0.0,0,BBB
TTO,IDA1,0,0.0,6.628418,0,0.750638,,-0.002761,0,20.335011,,0.05,0.15,0.0,0,BBB-
TTO,IDA2,0,0.0,6.663354,0,0.687719,,-0.002761,0,20.447381,,0.05,0.15,0.0,0,BBB-
TTO,IDA3,0,0.0,6.720123,0,0.613042,,-0.002761,0,20.527068,,0.05,0.15,0.0,0,BBB-
TTO,IDA4,0,0.0,7.149385,0,0.489012,,-0.002761,1,20.992365,,0.05,0.15,0.0,0,BBB-
TTO,IDA5,0,0.0,7.975005,0,0.45267,,-0.002761,1,21.867064,,0.05,0.15,0.0,0,BBB-
TTO,IDA6,0,0.0,8.623183,0,0.450339,,-0.002761,1,22.553578,,0.05,0.15,0.0,0,BBB-
TTO,IDA7,0,0.0,8.796811,0,0.294198,,-0.002761,1,22.771872,,0.05,0.15,0.0,0,BBB-
TTO,IDA8,0,0.0,8.27922,0,0.338748,,-0.002761,1,22.291419,,0.05,0.15,0.0,0,BBB-
TTO,IDA9,0,0.0,8.305793,0,0.234603,,-0.002761,1,22.346212,,0.05,0.15,0.0,0,BBB-
TTO,IDA10,0,0.0,8.201581,0,0.284638,,-0.002761,1,22.264316,,0.05,0.15,0.0,0,BBB-
TTO,IDA11,0,0.0,8.39554,0,0.364575,,-0.002761,1,22.474129,,0.05,0.15,0.0,0,BBB-
TTO,IDA12,0,0.0,8.552383,0,0.29906,,0.263552,1,22.641509,3.2766,0.05,0.15,0.0,0,BBB-
TTO,IDA13,0,0.0,8.819212,0,0.262484,,0.47767,1,22.921412,1.1203,0.05,0.15,0.0,0,BBB-
TTO,IDA14,0,0.0,9.421123,0,0.245624,,0.059374,1,23.494753,8.0002,0.05,0.15,0.0,0,BBB-
TTO,IDA15,0,0.0,9.71756,0,0.200139,,0.130004,1,23.797884,5.9276,0.05,0.15,0.0,0,BBB-
TTO,IDA16,0,0.0,9.730052,0,0.344044,,0.24572,1,23.821461,2.2302,0.05,0.15,0.0,0,BBB-
TTO,IDA17,0,0.0,9.966696,0,0.358958,,0.292812,1,24.075292,1.0152,0.05,0.15,0.0,0,BBB-
TTO,IDA18,0,0.0,9.767046,0,0.333578,,0.313924,1,23.885543,-2.1876,0.05,0.15,0.0,0,BBB-
TTO,IDA19,0,0.0,9.753398,0,0.322771,,0.286122,1,23.879319,-9.0534,0.05,0.15,0.0,0,BBB-
TTO,IDA20,0,0.0,9.78203,0,0.357016,,0.332159,1,23.910567,-9.0534,0.05,0.15,0.0,0,BBB-
TTO,IDA21,0,0.0,9.838064,0,0.345273,,0.111293,1,23.967168,,0.05,0.15,0.0,0,BBB-
URY,IDA1,0,0.0,6.37472,0,0.740662,24.0343,0.738233,0,21.154841,,0.05,0.15,0.0,0,BBB
URY,IDA2,0,0.0,6.360523,0,0.67434,27.3884,0.738233,0,21.189308,,0.05,0.15,0.0,0,BBB
URY,IDA3,0,0.0,6.640873,0,0.67537,29.0943,0.738233,0,21.482714,-1.1186,0.05,0.15,0.0,0,BBB
URY,IDA4,0,0.0,7.24229,0,0.779428,19.9235,0.738233,1,22.100594,0.2649,0.05,0.15,0.0,0,BBB
URY,IDA5,0,0.0,7.254346,0,0.703992,42.555,0.738233,1,22.137824,1.7678,0.05,0.15,0.0,0,BBB
URY,IDA6,0,0.0,8.144044,0,0.532712,35.6644,0.738233,1,23.042021,2.0747,0.05,0.15,0.0,0,BBB
URY,IDA7,0,0.0,7.387342,0,0.407828,47.9561,0.738233,1,22.302294,-4.0698,0.05,0.15,0.0,0,BBB
URY,IDA8,0,0.0,7.789725,0,0.437433,40.8546,0.738233,1,22.720343,0.5887,0.05,0.15,0.0,0,BBB
URY,IDA9,0,0.0,8.00482,0,0.340813,41.6285,0.738233,1,22.953152,1.9311,0.05,0.15,0.0,0,BBB
URY,IDA10,0,0.0,8.466533,0,0.433077,38.685,0.738233,1,23.431458,1.1383,0.05,0.15,0.0,0,BBB
URY,IDA11,0,0.0,8.763809,0,0.419213,39.5284,0.738233,1,23.744444,-0.1125,0.05,0.15,0.0,0,BBB
URY,IDA12,0,0.0,8.90525,0,0.384786,33.3864,0.466037,1,23.90065,-2.3198,0.05,0.15,0.0,0,BBB
URY,IDA13,0,0.0,8.330806,0,0.373199,40.0291,0.5052,1,23.333815,-3.1167,0.05,0.15,0.0,0,BBB
URY,IDA14,0,0.0,8.572487,0,0.365914,58.8777,0.553144,1,23.577599,-0.2194,0.05,0.15,0.0,0,BBB
URY,IDA15,0,0.0,8.884895,0,0.31148,59.2104,0.560523,1,23.892858,0.0143,0.05,0.15,0.0,0,BBB
URY,IDA16,0,0.0,9.444705,0,0.433627,51.699,0.660028,1,24.459753,0.4704,0.05,0.15,0.0,0,BBB
URY,IDA17,0,0.0,9.816581,0,0.371181,49.7178,0.484105,1,24.839659,-0.0927,0.05,0.15,0.0,0,BBB
URY,IDA18,0,0.0,9.741542,0,0.360185,48.4706,0.590257,1,24.774717,-2.111,0.05,0.15,0.0,0,BBB
URY,IDA19,0,0.0,9.815516,0,0.333865,49.7448,0.687985,1,24.85398,-1.4277,0.05,0.15,0.0,0,BBB
URY,IDA20,0,0.0,9.79154,0,0.42759,58.315,0.827096,1,24.829853,-2.6305,0.05,0.15,0.0,0,BBB
URY,IDA21,0,0.0,10.081906,0,0.474999,52.4649,0.69048,1,25.11724,-5.91,0.05,0.15,0.0,0,BBB
VGB,IDA1,0,0.0,,0,0.45,,,0,,,0.05,0.15,0.0,0,BBB
VGB,IDA2,0,0.0,,0,0.45,,,0,,,0.05,0.15,0.0,0,BBB
VGB,IDA3,0,0.0,,0,0.45,,,0,,,0.05,0.15,0.0,0,BBB
VGB,IDA4,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VGB,IDA5,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VGB,IDA6,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VGB,IDA7,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VGB,IDA8,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VGB,IDA9,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VGB,IDA10,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VGB,IDA11,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VGB,IDA12,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VGB,IDA13,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VGB,IDA14,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VGB,IDA15,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VGB,IDA16,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VGB,IDA17,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VGB,IDA18,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VGB,IDA19,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VGB,IDA20,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VGB,IDA21,0,0.0,,0,0.45,,,1,,,0.05,0.15,0.0,0,BBB
VIR,IDA1,0,0.0,,0,0.45,,0.644811,0,,,0.05,0.15,0.0,0,BBB
VIR,IDA2,0,0.0,,0,0.45,,0.644811,0,,,0.05,0.15,0.0,0,BBB
VIR,IDA3,0,0.0,,0,0.45,,0.644811,0,,,0.05,0.15,0.0,0,BBB
VIR,IDA4,0,0.0,,0,0.45,,0.644811,1,,,0.05,0.15,0.0,0,BBB
VIR,IDA5,0,0.0,,0,0.45,,0.644811,1,,,0.05,0.15,0.0,0,BBB
VIR,IDA6,0,0.0,,0,0.45,,0.644811,1,,,0.05,0.15,0.0,0,BBB
VIR,IDA7,0,0.0,,0,0.45,,0.644811,1,,,0.05,0.15,0.0,0,BBB
VIR,IDA8,0,0.0,,0,0.45,,0.644811,1,,,0.05,0.15,0.0,0,BBB
VIR,IDA9,0,0.0,,0,0.45,,0.644811,1,,,0.05,0.15,0.0,0,BBB
VIR,IDA10,0,0.0,,0,0.45,,0.644811,1,,,0.05,0.15,0.0,0,BBB
VIR,IDA11,0,0.0,,0,0.45,,0.644811,1,,,0.05,0.15,0.0,0,BBB
VIR,IDA12,0,0.0,10.311018,0,0.45,283.1698,0.644811,1,21.905606,,0.05,0.15,0.0,0,BBB
VIR,IDA13,0,0.0,10.311018,0,0.45,283.1698,0.644811,1,21.905606,,0.05,0.15,0.0,0,BBB
VIR,IDA14,0,0.0,10.617142,0,0.45,503.2069,1.250066,1,22.211214,,0.05,0.15,0.0,0,BBB
VIR,IDA15,0,0.0,10.695541,0,0.45,560.3679,1.251575,1,22.288543,,0.05,0.15,0.0,0,BBB
VIR,IDA16,0,0.0,10.59426,0,0.45,586.4015,1.269487,1,22.187447,,0.05,0.15,0.0,0,BBB
VIR,IDA17,0,0.0,10.45155,0,0.45,142.2418,1.268855,1,22.041817,,0.05,0.15,0.0,0,BBB
VIR,IDA18,0,0.0,10.472345,0,0.45,113.2965,1.454514,1,22.05774,,0.05,0.15,0.0,0,BBB
VIR,IDA19,0,0.0,10.561876,0,0.45,155.4234,0.769902,1,22.139362,,0.05,0.15,0.0,0,BBB
VIR,IDA20,0,0.0,10.65893,0,0.45,180.2973,0.423704,1,22.228898,,0.05,0.15,0.0,0,BBB
VIR,IDA21,0,0.0,10.699212,0,0.45,205.6293,0.374791,1,22.264853,,0.05,0.15,0.0,0,BBB
